annot_id,PAD#,Camera,"Lighting (lightbox, benchtop, benchtop dark)",black/white background,API,Sample,mg concentration (w/w mg/mg or w/v mg/mL),% Conc,missing_card,matched_id,matched_sample_id,matched_sample_name,matched_quantity,matched_camera_type_1,matched_deleted,matched_date_of_creation,matched_url,notes
1295,80457,ipad,no light,white,Doxorubicin,v34_1,0.61776,30.9,False,,,,,,,,,
1296,80457,pixel,benchtop,white,Doxorubicin,v34_1,0.61776,30.9,False,,,,,,,,,
1297,80457,pixel,lightbox,white,Doxorubicin,v34_1,0.61776,30.9,False,,,,,,,,,
1298,80457,pixel,no light,white,Doxorubicin,v34_1,0.61776,30.9,False,,,,,,,,,
1299,81345,ipad,benchtop,white,Doxorubicin,v34_2,0.61776,30.9,False,,,,,,,,,
1300,81345,ipad,lightbox,white,Doxorubicin,v34_2,0.61776,30.9,False,,,,,,,,,
1301,81345,ipad,no light,white,Doxorubicin,v34_2,0.61776,30.9,False,,,,,,,,,
1302,81345,pixel,benchtop,white,Doxorubicin,v34_2,0.61776,30.9,False,,,,,,,,,
1303,81345,pixel,lightbox,white,Doxorubicin,v34_2,0.61776,30.9,False,,,,,,,,,
1304,81345,pixel,no light,white,Doxorubicin,v34_2,0.61776,30.9,False,,,,,,,,,
1305,80458,ipad,benchtop,white,Doxorubicin,v34_3,0.61776,30.9,False,,,,,,,,,
1306,80458,ipad,lightbox,white,Doxorubicin,v34_3,0.61776,30.9,False,,,,,,,,,
1307,80458,ipad,no light,white,Doxorubicin,v34_3,0.61776,30.9,False,,,,,,,,,
1308,80458,pixel,benchtop,white,Doxorubicin,v34_3,0.61776,30.9,False,,,,,,,,,
1309,80458,pixel,lightbox,white,Doxorubicin,v34_3,0.61776,30.9,False,,,,,,,,,
1310,80458,pixel,no light,white,Doxorubicin,v34_3,0.61776,30.9,False,,,,,,,,,
1311,80779,ipad,benchtop,white,Doxorubicin,v34_4,0.61776,30.9,False,,,,,,,,,
1312,80779,ipad,lightbox,white,Doxorubicin,v34_4,0.61776,30.9,False,,,,,,,,,
1313,80779,ipad,no light,white,Doxorubicin,v34_4,0.61776,30.9,False,,,,,,,,,
1314,80779,pixel,benchtop,white,Doxorubicin,v34_4,0.61776,30.9,False,,,,,,,,,
1315,80779,pixel,lightbox,white,Doxorubicin,v34_4,0.61776,30.9,False,,,,,,,,,
1316,80779,pixel,no light,white,Doxorubicin,v34_4,0.61776,30.9,False,,,,,,,,,
1317,80778,ipad,benchtop,black,Doxorubicin,v34_5,0.61776,30.9,False,,,,,,,,,
1318,80778,ipad,lightbox,black,Doxorubicin,v34_5,0.61776,30.9,False,,,,,,,,,
1319,80778,ipad,no light,black,Doxorubicin,v34_5,0.61776,30.9,False,,,,,,,,,
1320,80778,pixel,benchtop,black,Doxorubicin,v34_5,0.61776,30.9,False,,,,,,,,,
1321,80778,pixel,lightbox,black,Doxorubicin,v34_5,0.61776,30.9,False,,,,,,,,,
1322,80778,pixel,no light,black,Doxorubicin,v34_5,0.61776,30.9,False,,,,,,,,,
1323,80459,ipad,benchtop,black,Doxorubicin,v34_6,0.61776,30.9,False,,,,,,,,,
1324,80459,ipad,lightbox,black,Doxorubicin,v34_6,0.61776,30.9,False,,,,,,,,,
1325,80459,ipad,no light,black,Doxorubicin,v34_6,0.61776,30.9,False,,,,,,,,,
1326,80459,pixel,benchtop,black,Doxorubicin,v34_6,0.61776,30.9,False,,,,,,,,,
1327,80459,pixel,lightbox,black,Doxorubicin,v34_6,0.61776,30.9,False,,,,,,,,,
1328,80459,pixel,no light,black,Doxorubicin,v34_6,0.61776,30.9,False,,,,,,,,,
1329,80775,ipad,benchtop,black,Doxorubicin,v34_7,0.61776,30.9,False,,,,,,,,,
1330,80775,ipad,lightbox,black,Doxorubicin,v34_7,0.61776,30.9,False,,,,,,,,,
1331,80775,ipad,no light,black,Doxorubicin,v34_7,0.61776,30.9,False,,,,,,,,,
1332,80775,pixel,benchtop,black,Doxorubicin,v34_7,0.61776,30.9,False,,,,,,,,,
1333,80775,pixel,lightbox,black,Doxorubicin,v34_7,0.61776,30.9,False,,,,,,,,,
1334,80775,pixel,no light,black,Doxorubicin,v34_7,0.61776,30.9,False,,,,,,,,,
1335,80461,ipad,benchtop,black,Doxorubicin,v34_8,0.61776,30.9,False,,,,,,,,,
1336,80461,ipad,lightbox,black,Doxorubicin,v34_8,0.61776,30.9,False,,,,,,,,,
1337,80461,ipad,no light,black,Doxorubicin,v34_8,0.61776,30.9,False,,,,,,,,,
1338,80461,pixel,benchtop,black,Doxorubicin,v34_8,0.61776,30.9,False,,,,,,,,,
1339,80461,pixel,lightbox,black,Doxorubicin,v34_8,0.61776,30.9,False,,,,,,,,,
1340,80461,pixel,no light,black,Doxorubicin,v34_8,0.61776,30.9,False,,,,,,,,,
1341,80014,ipad,benchtop,white,Doxorubicin,v35_1,0.6072,30.4,False,,,,,,,,,
1342,80014,ipad,lightbox,white,Doxorubicin,v35_1,0.6072,30.4,False,,,,,,,,,
1343,80014,ipad,no light,white,Doxorubicin,v35_1,0.6072,30.4,False,,,,,,,,,
1344,80014,pixel,benchtop,white,Doxorubicin,v35_1,0.6072,30.4,False,,,,,,,,,
1345,80014,pixel,lightbox,white,Doxorubicin,v35_1,0.6072,30.4,False,,,,,,,,,
1346,80014,pixel,no light,white,Doxorubicin,v35_1,0.6072,30.4,False,,,,,,,,,
1347,81660,ipad,benchtop,white,Doxorubicin,v35_2,0.6072,30.4,False,,,,,,,,,
1348,81660,ipad,lightbox,white,Doxorubicin,v35_2,0.6072,30.4,False,,,,,,,,,
1349,81660,ipad,no light,white,Doxorubicin,v35_2,0.6072,30.4,False,,,,,,,,,
1350,81660,pixel,benchtop,white,Doxorubicin,v35_2,0.6072,30.4,False,,,,,,,,,
1351,81660,pixel,lightbox,white,Doxorubicin,v35_2,0.6072,30.4,False,,,,,,,,,
1352,81660,pixel,no light,white,Doxorubicin,v35_2,0.6072,30.4,False,,,,,,,,,
1353,80018,ipad,benchtop,white,Doxorubicin,v35_3,0.6072,30.4,False,,,,,,,,,
1354,80018,ipad,lightbox,white,Doxorubicin,v35_3,0.6072,30.4,False,,,,,,,,,
1355,80018,ipad,no light,white,Doxorubicin,v35_3,0.6072,30.4,False,,,,,,,,,
1356,80018,pixel,benchtop,white,Doxorubicin,v35_3,0.6072,30.4,False,,,,,,,,,
1357,80018,pixel,lightbox,white,Doxorubicin,v35_3,0.6072,30.4,False,,,,,,,,,
1358,80018,pixel,no light,white,Doxorubicin,v35_3,0.6072,30.4,False,,,,,,,,,
1359,80760,ipad,benchtop,white,Doxorubicin,v35_4,0.6072,30.4,False,,,,,,,,,
1360,80760,ipad,lightbox,white,Doxorubicin,v35_4,0.6072,30.4,False,,,,,,,,,
1361,80760,ipad,no light,white,Doxorubicin,v35_4,0.6072,30.4,False,,,,,,,,,
1362,80760,pixel,benchtop,white,Doxorubicin,v35_4,0.6072,30.4,False,,,,,,,,,
1363,80760,pixel,lightbox,white,Doxorubicin,v35_4,0.6072,30.4,False,,,,,,,,,
1364,80760,pixel,no light,white,Doxorubicin,v35_4,0.6072,30.4,False,,,,,,,,,
1365,80019,ipad,benchtop,black,Doxorubicin,v35_5,0.6072,30.4,False,,,,,,,,,
1366,80019,ipad,lightbox,black,Doxorubicin,v35_5,0.6072,30.4,False,,,,,,,,,
1367,80019,ipad,no light,black,Doxorubicin,v35_5,0.6072,30.4,False,,,,,,,,,
1368,80019,pixel,benchtop,black,Doxorubicin,v35_5,0.6072,30.4,False,,,,,,,,,
1369,80019,pixel,lightbox,black,Doxorubicin,v35_5,0.6072,30.4,False,,,,,,,,,
1370,80019,pixel,no light,black,Doxorubicin,v35_5,0.6072,30.4,False,,,,,,,,,
1371,80761,ipad,benchtop,black,Doxorubicin,v35_6,0.6072,30.4,False,,,,,,,,,
1372,80761,ipad,lightbox,black,Doxorubicin,v35_6,0.6072,30.4,False,,,,,,,,,
1373,80761,ipad,no light,black,Doxorubicin,v35_6,0.6072,30.4,False,,,,,,,,,
1374,80761,pixel,benchtop,black,Doxorubicin,v35_6,0.6072,30.4,False,,,,,,,,,
1375,80761,pixel,lightbox,black,Doxorubicin,v35_6,0.6072,30.4,False,,,,,,,,,
1376,80761,pixel,no light,black,Doxorubicin,v35_6,0.6072,30.4,False,,,,,,,,,
1377,80439,ipad,benchtop,black,Doxorubicin,v35_7,0.6072,30.4,False,,,,,,,,,
1378,80439,ipad,lightbox,black,Doxorubicin,v35_7,0.6072,30.4,False,,,,,,,,,
1379,80439,ipad,no light,black,Doxorubicin,v35_7,0.6072,30.4,False,,,,,,,,,
1380,80439,pixel,benchtop,black,Doxorubicin,v35_7,0.6072,30.4,False,,,,,,,,,
1381,80439,pixel,lightbox,black,Doxorubicin,v35_7,0.6072,30.4,False,,,,,,,,,
1382,80439,pixel,no light,black,Doxorubicin,v35_7,0.6072,30.4,False,,,,,,,,,
1383,80332,ipad,benchtop,black,Doxorubicin,v35_8,0.6072,30.4,False,,,,,,,,,
1384,80332,ipad,lightbox,black,Doxorubicin,v35_8,0.6072,30.4,False,,,,,,,,,
1385,80332,ipad,no light,black,Doxorubicin,v35_8,0.6072,30.4,False,,,,,,,,,
1386,80332,pixel,benchtop,black,Doxorubicin,v35_8,0.6072,30.4,False,,,,,,,,,
1387,80332,pixel,lightbox,black,Doxorubicin,v35_8,0.6072,30.4,False,,,,,,,,,
1388,80332,pixel,no light,black,Doxorubicin,v35_8,0.6072,30.4,False,,,,,,,,,
1389,80333,ipad,benchtop,white,Doxorubicin,302a_1,0.68904,34.5,False,,,,,,,,,
1390,80333,ipad,lightbox,white,Doxorubicin,302a_1,0.68904,34.5,False,,,,,,,,,
1391,80333,ipad,no light,white,Doxorubicin,302a_1,0.68904,34.5,False,,,,,,,,,
1392,80333,pixel,benchtop,white,Doxorubicin,302a_1,0.68904,34.5,False,,,,,,,,,
1393,80333,pixel,lightbox,white,Doxorubicin,302a_1,0.68904,34.5,False,,,,,,,,,
1394,80333,pixel,no light,white,Doxorubicin,302a_1,0.68904,34.5,False,,,,,,,,,
1395,80441,ipad,benchtop,white,Doxorubicin,302a_2,0.68904,34.5,False,,,,,,,,,
1396,80441,ipad,lightbox,white,Doxorubicin,302a_2,0.68904,34.5,False,,,,,,,,,
1397,80441,ipad,no light,white,Doxorubicin,302a_2,0.68904,34.5,False,,,,,,,,,
1398,80441,pixel,benchtop,white,Doxorubicin,302a_2,0.68904,34.5,False,,,,,,,,,
1399,80441,pixel,lightbox,white,Doxorubicin,302a_2,0.68904,34.5,False,,,,,,,,,
1400,80441,pixel,no light,white,Doxorubicin,302a_2,0.68904,34.5,False,,,,,,,,,
1401,80742,ipad,benchtop,white,Doxorubicin,302a_3,0.68904,34.5,False,,,,,,,,,
1402,80742,ipad,lightbox,white,Doxorubicin,302a_3,0.68904,34.5,False,,,,,,,,,
1403,80742,ipad,no light,white,Doxorubicin,302a_3,0.68904,34.5,False,,,,,,,,,
1404,80742,pixel,benchtop,white,Doxorubicin,302a_3,0.68904,34.5,False,,,,,,,,,
1405,80742,pixel,lightbox,white,Doxorubicin,302a_3,0.68904,34.5,False,,,,,,,,,
1406,80742,pixel,no light,white,Doxorubicin,302a_3,0.68904,34.5,False,,,,,,,,,
1407,80443,ipad,benchtop,white,Doxorubicin,302a_4,0.68904,34.5,False,,,,,,,,,
1408,80443,ipad,lightbox,white,Doxorubicin,302a_4,0.68904,34.5,False,,,,,,,,,
1409,80443,ipad,no light,white,Doxorubicin,302a_4,0.68904,34.5,False,,,,,,,,,
1410,80443,pixel,benchtop,white,Doxorubicin,302a_4,0.68904,34.5,False,,,,,,,,,
1411,80443,pixel,lightbox,white,Doxorubicin,302a_4,0.68904,34.5,False,,,,,,,,,
1412,80443,pixel,no light,white,Doxorubicin,302a_4,0.68904,34.5,False,,,,,,,,,
1413,80444,ipad,benchtop,black,Doxorubicin,302a_5,0.68904,34.5,False,,,,,,,,,
1414,80444,ipad,lightbox,black,Doxorubicin,302a_5,0.68904,34.5,False,,,,,,,,,
1415,80444,ipad,no light,black,Doxorubicin,302a_5,0.68904,34.5,False,,,,,,,,,
1416,80444,pixel,benchtop,black,Doxorubicin,302a_5,0.68904,34.5,False,,,,,,,,,
1417,80444,pixel,lightbox,black,Doxorubicin,302a_5,0.68904,34.5,False,,,,,,,,,
1418,80444,pixel,no light,black,Doxorubicin,302a_5,0.68904,34.5,False,,,,,,,,,
1419,80522,ipad,benchtop,black,Doxorubicin,302a_6,0.68904,34.5,False,,,,,,,,,
1420,80522,ipad,lightbox,black,Doxorubicin,302a_6,0.68904,34.5,False,,,,,,,,,
1421,80522,ipad,no light,black,Doxorubicin,302a_6,0.68904,34.5,False,,,,,,,,,
1422,80522,pixel,benchtop,black,Doxorubicin,302a_6,0.68904,34.5,False,,,,,,,,,
1423,80522,pixel,lightbox,black,Doxorubicin,302a_6,0.68904,34.5,False,,,,,,,,,
1424,80522,pixel,no light,black,Doxorubicin,302a_6,0.68904,34.5,False,,,,,,,,,
1425,80398,ipad,benchtop,black,Doxorubicin,302a)_7,0.68904,34.5,True,,,,,,,,,
1426,80398,ipad,lightbox,black,Doxorubicin,302a)_7,0.68904,34.5,True,,,,,,,,,
1427,80398,ipad,no light,black,Doxorubicin,302a)_7,0.68904,34.5,True,,,,,,,,,
1428,80398,pixel,benchtop,black,Doxorubicin,302a)_7,0.68904,34.5,True,,,,,,,,,
1429,80398,pixel,lightbox,black,Doxorubicin,302a)_7,0.68904,34.5,True,,,,,,,,,
1430,80398,pixel,no light,black,Doxorubicin,302a)_7,0.68904,34.5,True,,,,,,,,,
1431,81712,ipad,benchtop,black,Doxorubicin,302a_8,0.68904,34.5,False,,,,,,,,,
1432,81712,ipad,lightbox,black,Doxorubicin,302a_8,0.68904,34.5,False,,,,,,,,,
1433,81712,ipad,no light,black,Doxorubicin,302a_8,0.68904,34.5,False,,,,,,,,,
1434,81712,pixel,benchtop,black,Doxorubicin,302a_8,0.68904,34.5,False,,,,,,,,,
1435,81712,pixel,lightbox,black,Doxorubicin,302a_8,0.68904,34.5,False,,,,,,,,,
1436,81712,pixel,no light,black,Doxorubicin,302a_8,0.68904,34.5,False,,,,,,,,,
1437,80183,ipad,benchtop,white,Doxorubicin,501e_1,0.6105,30.5,False,,,,,,,,,
1438,80183,ipad,lightbox,white,Doxorubicin,501e_1,0.6105,30.5,False,,,,,,,,,
1439,80183,ipad,no light,white,Doxorubicin,501e_1,0.6105,30.5,False,,,,,,,,,
1440,80183,pixel,benchtop,white,Doxorubicin,501e_1,0.6105,30.5,False,,,,,,,,,
1441,80183,pixel,lightbox,white,Doxorubicin,501e_1,0.6105,30.5,False,,,,,,,,,
1442,80183,pixel,no light,white,Doxorubicin,501e_1,0.6105,30.5,False,,,,,,,,,
1443,81163,ipad,benchtop,white,Doxorubicin,501e_2,0.6105,30.5,False,,,,,,,,,
1444,81163,ipad,lightbox,white,Doxorubicin,501e_2,0.6105,30.5,False,,,,,,,,,
1445,81163,ipad,no light,white,Doxorubicin,501e_2,0.6105,30.5,False,,,,,,,,,
1446,81163,pixel,benchtop,white,Doxorubicin,501e_2,0.6105,30.5,False,,,,,,,,,
1447,81163,pixel,lightbox,white,Doxorubicin,501e_2,0.6105,30.5,False,,,,,,,,,
1448,81163,pixel,no light,white,Doxorubicin,501e_2,0.6105,30.5,False,,,,,,,,,
1449,82187,ipad,benchtop,white,Doxorubicin,501e_3,0.6105,30.5,False,,,,,,,,,
1450,82187,ipad,lightbox,white,Doxorubicin,501e_3,0.6105,30.5,False,,,,,,,,,
1451,82187,ipad,no light,white,Doxorubicin,501e_3,0.6105,30.5,False,,,,,,,,,
1452,82187,pixel,benchtop,white,Doxorubicin,501e_3,0.6105,30.5,False,,,,,,,,,
1453,82187,pixel,lightbox,white,Doxorubicin,501e_3,0.6105,30.5,False,,,,,,,,,
1454,82187,pixel,no light,white,Doxorubicin,501e_3,0.6105,30.5,False,,,,,,,,,
1455,82188,ipad,benchtop,white,Doxorubicin,501e_4,0.6105,30.5,False,,,,,,,,,
1456,82188,ipad,lightbox,white,Doxorubicin,501e_4,0.6105,30.5,False,,,,,,,,,
1457,82188,ipad,no light,white,Doxorubicin,501e_4,0.6105,30.5,False,,,,,,,,,
1458,82188,pixel,benchtop,white,Doxorubicin,501e_4,0.6105,30.5,False,,,,,,,,,
1459,82188,pixel,lightbox,white,Doxorubicin,501e_4,0.6105,30.5,False,,,,,,,,,
1460,82188,pixel,no light,white,Doxorubicin,501e_4,0.6105,30.5,False,,,,,,,,,
1461,80680,ipad,benchtop,black,Doxorubicin,501e_5,0.6105,30.5,False,,,,,,,,,
1462,80680,ipad,lightbox,black,Doxorubicin,501e_5,0.6105,30.5,False,,,,,,,,,
1463,80680,ipad,no light,black,Doxorubicin,501e_5,0.6105,30.5,False,,,,,,,,,
1464,80680,pixel,benchtop,black,Doxorubicin,501e_5,0.6105,30.5,False,,,,,,,,,
1465,80680,pixel,lightbox,black,Doxorubicin,501e_5,0.6105,30.5,False,,,,,,,,,
1466,80680,pixel,no light,black,Doxorubicin,501e_5,0.6105,30.5,False,,,,,,,,,
1467,80969,ipad,benchtop,black,Doxorubicin,501e_6,0.6105,30.5,False,,,,,,,,,
1468,80969,ipad,lightbox,black,Doxorubicin,501e_6,0.6105,30.5,False,,,,,,,,,
1469,80969,ipad,no light,black,Doxorubicin,501e_6,0.6105,30.5,False,,,,,,,,,
1470,80969,pixel,benchtop,black,Doxorubicin,501e_6,0.6105,30.5,False,,,,,,,,,
1471,80969,pixel,lightbox,black,Doxorubicin,501e_6,0.6105,30.5,False,,,,,,,,,
1472,80969,pixel,no light,black,Doxorubicin,501e_6,0.6105,30.5,False,,,,,,,,,
1473,80973,ipad,benchtop,black,Doxorubicin,501e_7,0.6105,30.5,False,,,,,,,,,
1474,80973,ipad,lightbox,black,Doxorubicin,501e_7,0.6105,30.5,False,,,,,,,,,
1475,80973,ipad,no light,black,Doxorubicin,501e_7,0.6105,30.5,False,,,,,,,,,
1476,80973,pixel,benchtop,black,Doxorubicin,501e_7,0.6105,30.5,False,,,,,,,,,
1477,80973,pixel,lightbox,black,Doxorubicin,501e_7,0.6105,30.5,False,,,,,,,,,
1478,80973,pixel,no light,black,Doxorubicin,501e_7,0.6105,30.5,False,,,,,,,,,
1479,82186,ipad,benchtop,black,Doxorubicin,501e_8,0.6105,30.5,False,,,,,,,,,
1480,82186,ipad,lightbox,black,Doxorubicin,501e_8,0.6105,30.5,False,,,,,,,,,
1481,82186,ipad,no light,black,Doxorubicin,501e_8,0.6105,30.5,False,,,,,,,,,
1482,82186,pixel,benchtop,black,Doxorubicin,501e_8,0.6105,30.5,False,,,,,,,,,
1483,82186,pixel,lightbox,black,Doxorubicin,501e_8,0.6105,30.5,False,,,,,,,,,
1484,82186,pixel,no light,black,Doxorubicin,501e_8,0.6105,30.5,False,,,,,,,,,
1485,80607,,,,Cisplatin,100_std,0.982,49.1,False,,,,,,,,,
1486,80608,ipad,benchtop,white,Cisplatin,9ac_1,0.957,47.9,False,,,,,,,,,lightbox image for #81165 present here
1487,80608,ipad,lightbox,white,Cisplatin,9ac_1,0.957,47.9,False,,,,,,,,,
1488,80608,ipad,no light,white,Cisplatin,9ac_1,0.957,47.9,False,,,,,,,,,
1489,80608,pixel,benchtop,white,Cisplatin,9ac_1,0.957,47.9,False,,,,,,,,,
1490,80608,pixel,lightbox,white,Cisplatin,9ac_1,0.957,47.9,False,,,,,,,,,
1491,80608,pixel,no light,white,Cisplatin,9ac_1,0.957,47.9,False,,,,,,,,,
1492,79881,ipad,benchtop,white,Cisplatin,9ac_2,0.957,47.9,False,,,,,,,,,"extra image:
1x #80608"
1493,79881,ipad,lightbox,white,Cisplatin,9ac_2,0.957,47.9,False,,,,,,,,,"extra image:
1x #80608"
1494,79881,ipad,no light,white,Cisplatin,9ac_2,0.957,47.9,False,,,,,,,,,"extra image:
1x #80608"
1495,79881,pixel,benchtop,white,Cisplatin,9ac_2,0.957,47.9,False,,,,,,,,,"extra image:
1x #80608"
1496,79881,pixel,lightbox,white,Cisplatin,9ac_2,0.957,47.9,False,,,,,,,,,"extra image:
1x #80608"
1497,79881,pixel,no light,white,Cisplatin,9ac_2,0.957,47.9,False,,,,,,,,,"extra image:
1x #80608"
1498,81165,ipad,benchtop,white,Cisplatin,9ac_3,0.957,47.9,False,,,,,,,,,
1499,81165,ipad,lightbox,white,Cisplatin,9ac_3,0.957,47.9,False,,,,,,,,,
1500,81165,ipad,no light,white,Cisplatin,9ac_3,0.957,47.9,False,,,,,,,,,
1501,81165,pixel,benchtop,white,Cisplatin,9ac_3,0.957,47.9,False,,,,,,,,,
1502,81165,pixel,lightbox,white,Cisplatin,9ac_3,0.957,47.9,False,,,,,,,,,
1503,81165,pixel,no light,white,Cisplatin,9ac_3,0.957,47.9,False,,,,,,,,,
1504,80066,ipad,benchtop,white,Cisplatin,9ac_4,0.957,47.9,False,,,,,,,,,
1505,80066,ipad,lightbox,white,Cisplatin,9ac_4,0.957,47.9,False,,,,,,,,,
1506,80066,ipad,no light,white,Cisplatin,9ac_4,0.957,47.9,False,,,,,,,,,
1507,80066,pixel,benchtop,white,Cisplatin,9ac_4,0.957,47.9,False,,,,,,,,,
1508,80066,pixel,lightbox,white,Cisplatin,9ac_4,0.957,47.9,False,,,,,,,,,
1509,80066,pixel,no light,white,Cisplatin,9ac_4,0.957,47.9,False,,,,,,,,,
1510,80679,ipad,benchtop,black,Cisplatin,9ac_5,0.957,47.9,False,,,,,,,,,
1511,80679,ipad,lightbox,black,Cisplatin,9ac_5,0.957,47.9,False,,,,,,,,,
1512,80679,ipad,no light,black,Cisplatin,9ac_5,0.957,47.9,False,,,,,,,,,
1513,80679,pixel,benchtop,black,Cisplatin,9ac_5,0.957,47.9,False,,,,,,,,,
1514,80679,pixel,lightbox,black,Cisplatin,9ac_5,0.957,47.9,False,,,,,,,,,
1515,80679,pixel,no light,black,Cisplatin,9ac_5,0.957,47.9,False,,,,,,,,,
1516,81160,ipad,benchtop,black,Cisplatin,9ac_6,0.957,47.9,False,,,,,,,,,
1517,81160,ipad,lightbox,black,Cisplatin,9ac_6,0.957,47.9,False,,,,,,,,,
1518,81160,ipad,no light,black,Cisplatin,9ac_6,0.957,47.9,False,,,,,,,,,
1519,81160,pixel,benchtop,black,Cisplatin,9ac_6,0.957,47.9,False,,,,,,,,,
1520,81160,pixel,lightbox,black,Cisplatin,9ac_6,0.957,47.9,False,,,,,,,,,
1521,81160,pixel,no light,black,Cisplatin,9ac_6,0.957,47.9,False,,,,,,,,,
1522,80678,ipad,benchtop,black,Cisplatin,9ac_7,0.957,47.9,False,,,,,,,,,"2 extra images in this set: #81160, #80679"
1523,80678,ipad,lightbox,black,Cisplatin,9ac_7,0.957,47.9,False,,,,,,,,,"2 extra images in this set: #81160, #80679"
1524,80678,ipad,no light,black,Cisplatin,9ac_7,0.957,47.9,False,,,,,,,,,"2 extra images in this set: #81160, #80679"
1525,80678,pixel,benchtop,black,Cisplatin,9ac_7,0.957,47.9,False,,,,,,,,,"2 extra images in this set: #81160, #80679"
1526,80678,pixel,lightbox,black,Cisplatin,9ac_7,0.957,47.9,False,,,,,,,,,"2 extra images in this set: #81160, #80679"
1527,80678,pixel,no light,black,Cisplatin,9ac_7,0.957,47.9,False,,,,,,,,,"2 extra images in this set: #81160, #80679"
1528,80177,ipad,benchtop,black,Cisplatin,9ac_8,0.957,47.9,False,,,,,,,,,
1529,80177,ipad,lightbox,black,Cisplatin,9ac_8,0.957,47.9,False,,,,,,,,,
1530,80177,ipad,no light,black,Cisplatin,9ac_8,0.957,47.9,False,,,,,,,,,
1531,80177,pixel,benchtop,black,Cisplatin,9ac_8,0.957,47.9,False,,,,,,,,,
1532,80177,pixel,lightbox,black,Cisplatin,9ac_8,0.957,47.9,False,,,,,,,,,
1533,80177,pixel,no light,black,Cisplatin,9ac_8,0.957,47.9,False,,,,,,,,,
1534,81361,,,,Mesna,100_std,99.163424,99.2,False,,,,,,,,,
1535,80925,ipad,benchtop,white,Mesna,2ac_1,96.5,96.5,False,,,,,,,,,
1536,80925,ipad,lightbox,white,Mesna,2ac_1,96.5,96.5,False,,,,,,,,,
1537,80925,pixel,benchtop,white,Mesna,2ac_1,96.5,96.5,False,,,,,,,,,
1538,80925,pixel,lightbox,white,Mesna,2ac_1,96.5,96.5,False,,,,,,,,,
1539,80925,pixel,no light,white,Mesna,2ac_1,96.5,96.5,False,,,,,,,,,
1540,82195,ipad,benchtop,white,Mesna,2ac_2,96.5,96.5,False,,,,,,,,,
1541,82195,ipad,lightbox,white,Mesna,2ac_2,96.5,96.5,False,,,,,,,,,
1542,82195,ipad,no light,white,Mesna,2ac_2,96.5,96.5,False,,,,,,,,,
1543,82195,pixel,benchtop,white,Mesna,2ac_2,96.5,96.5,False,,,,,,,,,
1544,82195,pixel,lightbox,white,Mesna,2ac_2,96.5,96.5,False,,,,,,,,,
1545,82195,pixel,no light,white,Mesna,2ac_2,96.5,96.5,False,,,,,,,,,
1546,80923,ipad,benchtop,white,Mesna,2ac_3,96.5,96.5,False,,,,,,,,,
1547,80923,ipad,lightbox,white,Mesna,2ac_3,96.5,96.5,False,,,,,,,,,
1548,80923,ipad,no light,white,Mesna,2ac_3,96.5,96.5,False,,,,,,,,,
1549,80923,pixel,benchtop,white,Mesna,2ac_3,96.5,96.5,False,,,,,,,,,
1550,80923,pixel,lightbox,white,Mesna,2ac_3,96.5,96.5,False,,,,,,,,,
1551,80923,pixel,no light,white,Mesna,2ac_3,96.5,96.5,False,,,,,,,,,
1552,81137,ipad,benchtop,white,Mesna,2ac_4,96.5,96.5,False,,,,,,,,,
1553,81137,ipad,lightbox,white,Mesna,2ac_4,96.5,96.5,False,,,,,,,,,
1554,81137,ipad,no light,white,Mesna,2ac_4,96.5,96.5,False,,,,,,,,,
1555,81137,pixel,benchtop,white,Mesna,2ac_4,96.5,96.5,False,,,,,,,,,
1556,81137,pixel,lightbox,white,Mesna,2ac_4,96.5,96.5,False,,,,,,,,,
1557,81137,pixel,no light,white,Mesna,2ac_4,96.5,96.5,False,,,,,,,,,
1558,81850,ipad,benchtop,black,Mesna,2ac_5,96.5,96.5,False,,,,,,,,,
1559,81850,ipad,lightbox,black,Mesna,2ac_5,96.5,96.5,False,,,,,,,,,
1560,81850,ipad,no light,black,Mesna,2ac_5,96.5,96.5,False,,,,,,,,,
1561,81850,pixel,benchtop,black,Mesna,2ac_5,96.5,96.5,False,,,,,,,,,
1562,81850,pixel,lightbox,black,Mesna,2ac_5,96.5,96.5,False,,,,,,,,,
1563,81850,pixel,no light,black,Mesna,2ac_5,96.5,96.5,False,,,,,,,,,
1564,81686,ipad,benchtop,black,Mesna,2ac_6,96.5,96.5,False,,,,,,,,,
1565,81686,ipad,lightbox,black,Mesna,2ac_6,96.5,96.5,False,,,,,,,,,
1566,81686,ipad,no light,black,Mesna,2ac_6,96.5,96.5,False,,,,,,,,,
1567,81686,pixel,benchtop,black,Mesna,2ac_6,96.5,96.5,False,,,,,,,,,
1568,81686,pixel,lightbox,black,Mesna,2ac_6,96.5,96.5,False,,,,,,,,,
1569,81686,pixel,no light,black,Mesna,2ac_6,96.5,96.5,False,,,,,,,,,
1570,81884,ipad,benchtop,black,Mesna,2ac_7,96.5,96.5,False,,,,,,,,,
1571,81884,ipad,lightbox,black,Mesna,2ac_7,96.5,96.5,False,,,,,,,,,
1572,81884,ipad,no light,black,Mesna,2ac_7,96.5,96.5,False,,,,,,,,,
1573,81884,pixel,benchtop,black,Mesna,2ac_7,96.5,96.5,False,,,,,,,,,
1574,81884,pixel,lightbox,black,Mesna,2ac_7,96.5,96.5,False,,,,,,,,,
