annot_id,PAD#,Camera,"Lighting (lightbox, benchtop, benchtop dark)",black/white background,API,Sample,mg concentration (w/w mg/mg or w/v mg/mL),% Conc,missing_card,matched_id,matched_sample_id,matched_sample_name,matched_quantity,matched_camera_type_1,matched_deleted,matched_date_of_creation,matched_url,notes
2127,80881,ipad,benchtop,black,Mesna,11g_7,32.637,32.6,False,,,,,,,,,
2128,80881,ipad,lightbox,black,Mesna,11g_7,32.637,32.6,False,,,,,,,,,
2129,80881,ipad,no light,black,Mesna,11g_7,32.637,32.6,False,,,,,,,,,
2130,80881,nokia,benchtop,black,Mesna,11g_7,32.637,32.6,False,,,,,,,,,
2131,80881,nokia,lightbox,black,Mesna,11g_7,32.637,32.6,False,,,,,,,,,
2132,80881,nokia,no light,black,Mesna,11g_7,32.637,32.6,False,,,,,,,,,
2133,80882,ipad,benchtop,black,Mesna,11g_8,32.637,32.6,False,,,,,,,,,
2134,80882,ipad,lightbox,black,Mesna,11g_8,32.637,32.6,False,,,,,,,,,
2135,80882,ipad,no light,black,Mesna,11g_8,32.637,32.6,False,,,,,,,,,
2136,80882,nokia,benchtop,black,Mesna,11g_8,32.637,32.6,False,,,,,,,,,
2137,80882,nokia,lightbox,black,Mesna,11g_8,32.637,32.6,False,,,,,,,,,
2138,80882,nokia,no light,black,Mesna,11g_8,32.637,32.6,False,,,,,,,,,
2139,80880,ipad,benchtop,white,Mesna,909_1,,0.0,False,,,,,,,,,
2140,80880,ipad,lightbox,white,Mesna,909_1,33.0,33.0,False,,,,,,,,,
2141,80880,ipad,no light,white,Mesna,909_1,,0.0,False,,,,,,,,,
2142,80880,nokia,benchtop,white,Mesna,909_1,,0.0,False,,,,,,,,,
2143,80880,nokia,lightbox,white,Mesna,909_1,,0.0,False,,,,,,,,,
2144,80880,nokia,no light,white,Mesna,909_1,,0.0,False,,,,,,,,,
2145,80879,ipad,benchtop,white,Mesna,909_2,,0.0,False,,,,,,,,,
2146,80879,ipad,lightbox,white,Mesna,909_2,,0.0,False,,,,,,,,,
2147,80879,ipad,no light,white,Mesna,909_2,,0.0,False,,,,,,,,,
2148,80879,nokia,benchtop,white,Mesna,909_2,,0.0,False,,,,,,,,,
2149,80879,nokia,lightbox,white,Mesna,909_2,,0.0,False,,,,,,,,,
2150,80879,nokia,no light,white,Mesna,909_2,,0.0,False,,,,,,,,,
2151,81538,ipad,benchtop,white,Mesna,909_3,,0.0,False,,,,,,,,,
2152,81538,ipad,lightbox,white,Mesna,909_3,,0.0,False,,,,,,,,,
2153,81538,ipad,no light,white,Mesna,909_3,,0.0,False,,,,,,,,,
2154,81538,nokia,benchtop,white,Mesna,909_3,,0.0,False,,,,,,,,,
2155,81538,nokia,lightbox,white,Mesna,909_3,,0.0,False,,,,,,,,,
2156,81538,nokia,no light,white,Mesna,909_3,,0.0,False,,,,,,,,,
2157,81536,ipad,benchtop,white,Mesna,909_4,,0.0,False,,,,,,,,,
2158,81536,ipad,lightbox,white,Mesna,909_4,,0.0,False,,,,,,,,,
2159,81536,ipad,no light,white,Mesna,909_4,,0.0,False,,,,,,,,,
2160,81536,nokia,benchtop,white,Mesna,909_4,,0.0,False,,,,,,,,,
2161,81536,nokia,lightbox,white,Mesna,909_4,,0.0,False,,,,,,,,,
2162,81536,nokia,no light,white,Mesna,909_4,,0.0,False,,,,,,,,,
2163,80519,ipad,benchtop,black,Mesna,909_5,,0.0,False,,,,,,,,,
2164,80519,ipad,lightbox,black,Mesna,909_5,,0.0,False,,,,,,,,,
2165,80519,ipad,no light,black,Mesna,909_5,,0.0,False,,,,,,,,,
2166,80519,nokia,benchtop,black,Mesna,909_5,,0.0,False,,,,,,,,,
2167,80519,nokia,lightbox,black,Mesna,909_5,,0.0,False,,,,,,,,,
2168,80519,nokia,no light,black,Mesna,909_5,,0.0,False,,,,,,,,,
2169,80518,ipad,benchtop,black,Mesna,909_6,,0.0,False,,,,,,,,,
2170,80518,ipad,lightbox,black,Mesna,909_6,,0.0,False,,,,,,,,,
2171,80518,ipad,no light,black,Mesna,909_6,,0.0,False,,,,,,,,,
2172,80518,nokia,benchtop,black,Mesna,909_6,,0.0,False,,,,,,,,,
2173,80518,nokia,lightbox,black,Mesna,909_6,,0.0,False,,,,,,,,,
2174,80518,nokia,no light,black,Mesna,909_6,,0.0,False,,,,,,,,,
2175,80745,ipad,benchtop,black,Mesna,909_7,,0.0,False,,,,,,,,,
2176,80745,ipad,lightbox,black,Mesna,909_7,,0.0,False,,,,,,,,,
2177,80745,ipad,no light,black,Mesna,909_7,,0.0,False,,,,,,,,,
2178,80745,nokia,benchtop,black,Mesna,909_7,,0.0,False,,,,,,,,,
2179,80745,nokia,lightbox,black,Mesna,909_7,,0.0,False,,,,,,,,,
2180,80745,nokia,no light,black,Mesna,909_7,,0.0,False,,,,,,,,,
2181,80746,ipad,benchtop,black,Mesna,909_8,,0.0,False,,,,,,,,,
2182,80746,ipad,lightbox,black,Mesna,909_8,,0.0,False,,,,,,,,,
2183,80746,ipad,no light,black,Mesna,909_8,,0.0,False,,,,,,,,,
2184,80746,nokia,benchtop,black,Mesna,909_8,,0.0,False,,,,,,,,,
2185,80746,nokia,lightbox,black,Mesna,909_8,,0.0,False,,,,,,,,,
2186,80746,nokia,no light,black,Mesna,909_8,,0.0,False,,,,,,,,,
2187,80747,ipad,benchtop,white,Mesna,-60_1,26.22941176,26.2,False,,,,,,,,,
2188,80747,ipad,lightbox,white,Mesna,-60_1,26.22941176,26.2,False,,,,,,,,,
2189,80747,ipad,no light,white,Mesna,-60_1,26.22941176,26.2,False,,,,,,,,,
2190,80747,nokia,benchtop,white,Mesna,-60_1,26.22941176,26.2,False,,,,,,,,,
2191,80747,nokia,lightbox,white,Mesna,-60_1,26.22941176,26.2,False,,,,,,,,,
2192,80747,nokia,no light,white,Mesna,-60_1,26.22941176,26.2,False,,,,,,,,,
2193,80748,ipad,benchtop,white,Mesna,-60_2,26.22941176,26.2,False,,,,,,,,,
2194,80748,ipad,lightbox,white,Mesna,-60_2,26.22941176,26.2,False,,,,,,,,,
2195,80748,ipad,no light,white,Mesna,-60_2,26.22941176,26.2,False,,,,,,,,,
2196,80748,nokia,benchtop,white,Mesna,-60_2,26.22941176,26.2,False,,,,,,,,,
2197,80748,nokia,lightbox,white,Mesna,-60_2,26.22941176,26.2,False,,,,,,,,,
2198,80748,nokia,no light,white,Mesna,-60_2,26.22941176,26.2,False,,,,,,,,,
2199,81575,ipad,benchtop,white,Mesna,-60_3,26.22941176,26.2,False,,,,,,,,,
2200,81575,ipad,lightbox,white,Mesna,-60_3,26.22941176,26.2,False,,,,,,,,,
2201,81575,ipad,no light,white,Mesna,-60_3,26.22941176,26.2,False,,,,,,,,,
2202,81575,nokia,benchtop,white,Mesna,-60_3,26.22941176,26.2,False,,,,,,,,,
2203,81575,nokia,lightbox,white,Mesna,-60_3,26.22941176,26.2,False,,,,,,,,,
2204,81575,nokia,no light,white,Mesna,-60_3,26.22941176,26.2,False,,,,,,,,,
2205,80749,ipad,benchtop,white,Mesna,-60_4,26.22941176,26.2,False,,,,,,,,,
2206,80749,ipad,lightbox,white,Mesna,-60_4,26.22941176,26.2,False,,,,,,,,,
2207,80749,ipad,no light,white,Mesna,-60_4,26.22941176,26.2,False,,,,,,,,,
2208,80749,nokia,benchtop,white,Mesna,-60_4,26.22941176,26.2,False,,,,,,,,,
2209,80749,nokia,lightbox,white,Mesna,-60_4,26.22941176,26.2,False,,,,,,,,,
2210,80749,nokia,no light,white,Mesna,-60_4,26.22941176,26.2,False,,,,,,,,,
2211,80422,ipad,benchtop,black,Mesna,-60_5,26.22941176,26.2,False,,,,,,,,,
2212,80422,ipad,lightbox,black,Mesna,-60_5,26.22941176,26.2,False,,,,,,,,,
2213,80422,ipad,no light,black,Mesna,-60_5,26.22941176,26.2,False,,,,,,,,,
2214,80422,nokia,benchtop,black,Mesna,-60_5,26.22941176,26.2,False,,,,,,,,,
2215,80422,nokia,lightbox,black,Mesna,-60_5,26.22941176,26.2,False,,,,,,,,,
2216,80422,nokia,no light,black,Mesna,-60_5,26.22941176,26.2,False,,,,,,,,,
2217,81532,ipad,benchtop,black,Mesna,-60_6,26.22941176,26.2,False,,,,,,,,,
2218,81532,ipad,lightbox,black,Mesna,-60_6,26.22941176,26.2,False,,,,,,,,,
2219,81532,ipad,no light,black,Mesna,-60_6,26.22941176,26.2,False,,,,,,,,,
2220,81532,nokia,benchtop,black,Mesna,-60_6,26.22941176,26.2,False,,,,,,,,,
2221,81532,nokia,lightbox,black,Mesna,-60_6,26.22941176,26.2,False,,,,,,,,,
2222,81532,nokia,no light,black,Mesna,-60_6,26.22941176,26.2,False,,,,,,,,,
2223,80184,ipad,benchtop,black,Mesna,-60_7,26.22941176,26.2,False,,,,,,,,,
2224,80184,ipad,lightbox,black,Mesna,-60_7,26.22941176,26.2,False,,,,,,,,,
2225,80184,ipad,no light,black,Mesna,-60_7,26.22941176,26.2,False,,,,,,,,,
2226,80184,nokia,benchtop,black,Mesna,-60_7,26.22941176,26.2,False,,,,,,,,,
2227,80184,nokia,lightbox,black,Mesna,-60_7,26.22941176,26.2,False,,,,,,,,,
2228,80184,nokia,no light,black,Mesna,-60_7,26.22941176,26.2,False,,,,,,,,,
2229,81415,ipad,benchtop,black,Mesna,-60_8,26.22941176,26.2,False,,,,,,,,,
2230,81415,ipad,lightbox,black,Mesna,-60_8,26.22941176,26.2,False,,,,,,,,,
2231,81415,ipad,no light,black,Mesna,-60_8,26.22941176,26.2,False,,,,,,,,,
2232,81415,nokia,benchtop,black,Mesna,-60_8,26.22941176,26.2,False,,,,,,,,,
2233,81415,nokia,lightbox,black,Mesna,-60_8,26.22941176,26.2,False,,,,,,,,,
2234,81415,nokia,no light,black,Mesna,-60_8,26.22941176,26.2,False,,,,,,,,,
2235,74863,,,,Cisplatin,100std,0.982,98.2,False,,,,,,,,,
2236,74864,,,,Cisplatin,100std2,0.982,98.2,False,,,,,,,,,
2237,74897,ipad,benchtop,white,Cisplatin,9ac_1,0.957,95.7,False,,,,,,,,,
2238,74897,ipad,lightbox,white,Cisplatin,9ac_1,0.957,95.7,False,,,,,,,,,
2239,74897,ipad,no light,white,Cisplatin,9ac_1,0.957,95.7,False,,,,,,,,,
2240,74897,pixel,benchtop,white,Cisplatin,9ac_1,0.957,95.7,False,,,,,,,,,
2241,74897,pixel,lightbox,white,Cisplatin,9ac_1,0.957,95.7,False,,,,,,,,,
2242,74897,pixel,no light,white,Cisplatin,9ac_1,0.957,95.7,False,,,,,,,,,
2243,74894,ipad,benchtop,white,Cisplatin,9ac_2,0.957,95.7,False,,,,,,,,,"2 extras are images that belongs to PAD #74911, and #74912"
2244,74894,ipad,lightbox,white,Cisplatin,9ac_2,0.957,95.7,False,,,,,,,,,"2 extras are images that belongs to PAD #74911, and #74912"
2245,74894,ipad,no light,white,Cisplatin,9ac_2,0.957,95.7,False,,,,,,,,,"2 extras are images that belongs to PAD #74911, and #74912"
2246,74894,pixel,benchtop,white,Cisplatin,9ac_2,0.957,95.7,False,,,,,,,,,
2247,74894,pixel,lightbox,white,Cisplatin,9ac_2,0.957,95.7,False,,,,,,,,,"2 extras are images that belongs to PAD #74911, and #74912"
2248,74894,pixel,no light,white,Cisplatin,9ac_2,0.957,95.7,False,,,,,,,,,"2 extras are images that belongs to PAD #74911, and #74912"
2249,74911,ipad,benchtop,white,Cisplatin,9ac_3,0.957,95.7,False,,,,,,,,,
2250,74911,ipad,lightbox,white,Cisplatin,9ac_3,0.957,95.7,False,,,,,,,,,
2251,74911,ipad,no light,white,Cisplatin,9ac_3,0.957,95.7,False,,,,,,,,,
2252,74911,pixel,benchtop,white,Cisplatin,9ac_3,0.957,95.7,False,,,,,,,,,
2253,74911,pixel,lightbox,white,Cisplatin,9ac_3,0.957,95.7,False,,,,,,,,,
2254,74911,pixel,no light,white,Cisplatin,9ac_3,0.957,95.7,False,,,,,,,,,
2255,74912,ipad,benchtop,white,Cisplatin,9ac_4,0.957,95.7,False,,,,,,,,,
2256,74912,ipad,lightbox,white,Cisplatin,9ac_4,0.957,95.7,False,,,,,,,,,
2257,74912,ipad,no light,white,Cisplatin,9ac_4,0.957,95.7,False,,,,,,,,,
2258,74912,pixel,benchtop,white,Cisplatin,9ac_4,0.957,95.7,False,,,,,,,,,
2259,74912,pixel,lightbox,white,Cisplatin,9ac_4,0.957,95.7,False,,,,,,,,,
2260,74912,pixel,no light,white,Cisplatin,9ac_4,0.957,95.7,False,,,,,,,,,
2261,80616,ipad,benchtop,black,Cisplatin,9ac_5,0.957,95.7,False,,,,,,,,,
2262,80616,ipad,lightbox,black,Cisplatin,9ac_5,0.957,95.7,False,,,,,,,,,
2263,80616,ipad,no light,black,Cisplatin,9ac_5,0.957,95.7,False,,,,,,,,,
2264,80616,pixel,benchtop,black,Cisplatin,9ac_5,0.957,95.7,False,,,,,,,,,
2265,80616,pixel,lightbox,black,Cisplatin,9ac_5,0.957,95.7,False,,,,,,,,,
2266,80616,pixel,no light,black,Cisplatin,9ac_5,0.957,95.7,False,,,,,,,,,
2267,80621,ipad,benchtop,black,Cisplatin,9ac_6,0.957,95.7,False,,,,,,,,,Not sure which is which
2268,80621,ipad,lightbox,black,Cisplatin,9ac_6,0.957,95.7,False,,,,,,,,,
2269,80621,ipad,no light,black,Cisplatin,9ac_6,0.957,95.7,False,,,,,,,,,Not sure which is which
2270,80621,pixel,benchtop,black,Cisplatin,9ac_6,0.957,95.7,False,,,,,,,,,
2271,80621,pixel,lightbox,black,Cisplatin,9ac_6,0.957,95.7,False,,,,,,,,,
2272,80621,pixel,no light,black,Cisplatin,9ac_6,0.957,95.7,False,,,,,,,,,
2273,81188,ipad,benchtop,black,Cisplatin,9ac_7,0.957,95.7,False,,,,,,,,,Difficulty assigning image
2274,81188,ipad,lightbox,black,Cisplatin,9ac_7,0.957,95.7,False,,,,,,,,,
2275,81188,ipad,no light,black,Cisplatin,9ac_7,0.957,95.7,False,,,,,,,,,Difficulty assigning image
2276,81188,pixel,benchtop,black,Cisplatin,9ac_7,0.957,95.7,False,,,,,,,,,Difficulty assigning image
2277,81188,pixel,lightbox,black,Cisplatin,9ac_7,0.957,95.7,False,,,,,,,,,
2278,81188,pixel,no light,black,Cisplatin,9ac_7,0.957,95.7,False,,,,,,,,,Difficulty assigning image
2279,82174,ipad,benchtop,black,Cisplatin,9ac_8,0.957,95.7,False,,,,,,,,,one extra image belongs to #81188
2280,82174,ipad,lightbox,black,Cisplatin,9ac_8,0.957,95.7,False,,,,,,,,,one extra image belongs to #81188
2281,82174,ipad,no light,black,Cisplatin,9ac_8,0.957,95.7,False,,,,,,,,,one extra image belongs to #81188
2282,82174,pixel,benchtop,black,Cisplatin,9ac_8,0.957,95.7,False,,,,,,,,,one extra image belongs to #81188
2283,82174,pixel,lightbox,black,Cisplatin,9ac_8,0.957,95.7,False,,,,,,,,,one extra image belongs to #81188
2284,82174,pixel,no light,black,Cisplatin,9ac_8,0.957,95.7,False,,,,,,,,,"*this sample has terrible alignment
one extra image belongs to #81188"
2285,74789,ipad,benchtop,white,Cisplatin,55a_1,1.067,106.7,False,,,,,,,,,
2286,74789,ipad,lightbox,white,Cisplatin,55a_1,1.067,106.7,False,,,,,,,,,
2287,74789,pixel,benchtop,white,Cisplatin,55a_1,1.067,106.7,False,,,,,,,,,
2288,74789,pixel,lightbox,white,Cisplatin,55a_1,1.067,106.7,False,,,,,,,,,
2289,74789,pixel,no light,white,Cisplatin,55a_1,1.067,106.7,False,,,,,,,,,
2290,74788,ipad,benchtop,white,Cisplatin,55a_2,1.067,106.7,False,,,,,,,,,The leftover picture in this image set is also bench top conditions.
2291,74788,ipad,lightbox,white,Cisplatin,55a_2,1.067,106.7,False,,,,,,,,,
2292,74788,ipad,no light,white,Cisplatin,55a_2,1.067,106.7,False,,,,,,,,,
2293,74788,pixel,benchtop,white,Cisplatin,55a_2,1.067,106.7,False,,,,,,,,,
2294,74788,pixel,lightbox,white,Cisplatin,55a_2,1.067,106.7,False,,,,,,,,,
2295,74788,pixel,no light,white,Cisplatin,55a_2,1.067,106.7,False,,,,,,,,,
2296,74787,ipad,benchtop,white,Cisplatin,55a_3,1.067,106.7,False,,,,,,,,,"Shadow implies light source is coming from above, bench top conditions."
2297,74787,ipad,lightbox,white,Cisplatin,55a_3,1.067,106.7,False,,,,,,,,,
2298,74787,ipad,no light,white,Cisplatin,55a_3,1.067,106.7,False,,,,,,,,,"Lighting is coming from behind the user, no light conditions"
2299,74787,pixel,benchtop,white,Cisplatin,55a_3,1.067,106.7,False,,,,,,,,,"The first picture has a light source coming from off screen, thus the 2nd must be in bench top conditions (confirmed by overhead shadow)"
2300,74787,pixel,lightbox,white,Cisplatin,55a_3,1.067,106.7,False,,,,,,,,,Pinkish hue due to exposure effect
2301,74787,pixel,no light,white,Cisplatin,55a_3,1.067,106.7,False,,,,,,,,,"primary light coming from source behind the card, the hood lights are off."
2302,74790,ipad,benchtop,white,Cisplatin,55a_4,1.067,106.7,False,,,,,,,,,
2303,74790,ipad,lightbox,white,Cisplatin,55a_4,1.067,106.7,False,,,,,,,,,
2304,74790,ipad,no light,white,Cisplatin,55a_4,1.067,106.7,False,,,,,,,,,
2305,74790,pixel,benchtop,white,Cisplatin,55a_4,1.067,106.7,False,,,,,,,,,"**Be wary of this picture, it is misaligned!!!"
2306,74790,pixel,lightbox,white,Cisplatin,55a_4,1.067,106.7,False,,,,,,,,,
2307,74790,pixel,no light,white,Cisplatin,55a_4,1.067,106.7,False,,,,,,,,,
2308,80059,ipad,benchtop,black,Cisplatin,55a_5,1.067,106.7,False,,,,,,,,,"extra images:
2x #80056"
2309,80059,ipad,lightbox,black,Cisplatin,55a_5,1.067,106.7,False,,,,,,,,,"extra images:
2x #80056"
2310,80059,ipad,no light,black,Cisplatin,55a_5,1.067,106.7,False,,,,,,,,,"extra images:
2x #80056"
2311,80059,pixel,benchtop,black,Cisplatin,55a_5,1.067,106.7,False,,,,,,,,,"extra images:
2x #80056"
2312,80059,pixel,lightbox,black,Cisplatin,55a_5,1.067,106.7,False,,,,,,,,,
2313,80059,pixel,no light,black,Cisplatin,55a_5,1.067,106.7,False,,,,,,,,,"extra images:
2x #80056"
2314,80057,ipad,benchtop,black,Cisplatin,55a_6,1.067,106.7,False,,,,,,,,,"extra image:
1x #80617"
2315,80057,ipad,lightbox,black,Cisplatin,55a_6,1.067,106.7,False,,,,,,,,,"extra image:
1x #80617"
2316,80057,ipad,no light,black,Cisplatin,55a_6,1.067,106.7,False,,,,,,,,,"extra image:
1x #80617"
2317,80057,pixel,benchtop,black,Cisplatin,55a_6,1.067,106.7,False,,,,,,,,,"extra image:
1x #80617"
2318,80057,pixel,lightbox,black,Cisplatin,55a_6,1.067,106.7,False,,,,,,,,,"extra image:
1x #80617"
2319,80057,pixel,no light,black,Cisplatin,55a_6,1.067,106.7,False,,,,,,,,,"extra image:
1x #80617"
2320,80056,ipad,benchtop,black,Cisplatin,55a_7,1.067,106.7,False,,,,,,,,,
2321,80056,ipad,lightbox,black,Cisplatin,55a_7,1.067,106.7,False,,,,,,,,,
2322,80056,ipad,no light,black,Cisplatin,55a_7,1.067,106.7,False,,,,,,,,,
2323,80056,pixel,benchtop,black,Cisplatin,55a_7,1.067,106.7,False,,,,,,,,,
2324,80056,pixel,lightbox,black,Cisplatin,55a_7,1.067,106.7,False,,,,,,,,,
2325,80056,pixel,no light,black,Cisplatin,55a_7,1.067,106.7,False,,,,,,,,,
2326,80617,ipad,benchtop,black,Cisplatin,55a_8,1.067,106.7,False,,,,,,,,,
2327,80617,ipad,lightbox,black,Cisplatin,55a_8,1.067,106.7,False,,,,,,,,,
2328,80617,ipad,no light,black,Cisplatin,55a_8,1.067,106.7,False,,,,,,,,,
2329,80617,pixel,benchtop,black,Cisplatin,55a_8,1.067,106.7,False,,,,,,,,,
2330,80617,pixel,lightbox,black,Cisplatin,55a_8,1.067,106.7,False,,,,,,,,,
2331,80617,pixel,no light,black,Cisplatin,55a_8,1.067,106.7,False,,,,,,,,,
2332,74964,ipad,benchtop,white,Cisplatin,v41_1,1.05,105.0,False,,,,,,,,,
2333,74964,ipad,lightbox,white,Cisplatin,v41_1,1.05,105.0,False,,,,,,,,,
2334,74964,ipad,no light,white,Cisplatin,v41_1,1.05,105.0,False,,,,,,,,,
2335,74964,pixel,benchtop,white,Cisplatin,v41_1,1.05,105.0,False,,,,,,,,,
2336,74964,pixel,lightbox,white,Cisplatin,v41_1,1.05,105.0,False,,,,,,,,,
2337,74964,pixel,no light,white,Cisplatin,v41_1,1.05,105.0,False,,,,,,,,,
2338,74963,ipad,benchtop,white,Cisplatin,v41_2,1.05,105.0,False,,,,,,,,,
2339,74963,ipad,lightbox,white,Cisplatin,v41_2,1.05,105.0,False,,,,,,,,,
2340,74963,ipad,no light,white,Cisplatin,v41_2,1.05,105.0,False,,,,,,,,,
2341,74963,pixel,benchtop,white,Cisplatin,v41_2,1.05,105.0,False,,,,,,,,,
2342,74963,pixel,lightbox,white,Cisplatin,v41_2,1.05,105.0,False,,,,,,,,,
2343,74963,pixel,no light,white,Cisplatin,v41_2,1.05,105.0,False,,,,,,,,,
2344,74862,ipad,benchtop,white,Cisplatin,v41_3,1.05,105.0,False,,,,,,,,,
2345,74862,ipad,lightbox,white,Cisplatin,v41_3,1.05,105.0,False,,,,,,,,,2 extras are: 1) image that belongs to PAD #80419 and 2) a bad exposure lightbox
2346,74862,ipad,no light,white,Cisplatin,v41_3,1.05,105.0,False,,,,,,,,,2 extras are: 1) image that belongs to PAD #80419 and 2) a bad exposure lightbox
2347,74862,pixel,benchtop,white,Cisplatin,v41_3,1.05,105.0,False,,,,,,,,,2 extras are: 1) image that belongs to PAD #80419 and 2) a bad exposure lightbox
2348,74862,pixel,lightbox,white,Cisplatin,v41_3,1.05,105.0,False,,,,,,,,,2 extras are: 1) image that belongs to PAD #80419 and 2) a bad exposure lightbox
2349,74862,pixel,no light,white,Cisplatin,v41_3,1.05,105.0,False,,,,,,,,,2 extras are: 1) image that belongs to PAD #80419 and 2) a bad exposure lightbox
2350,74865,ipad,benchtop,white,Cisplatin,v41_4,1.05,105.0,False,,,,,,,,,
2351,74865,ipad,lightbox,white,Cisplatin,v41_4,1.05,105.0,False,,,,,,,,,2 extras are images that belongs to PAD #74964
2352,74865,ipad,no light,white,Cisplatin,v41_4,1.05,105.0,False,,,,,,,,,2 extras are images that belongs to PAD #74964
2353,74865,pixel,benchtop,white,Cisplatin,v41_4,1.05,105.0,False,,,,,,,,,2 extras are images that belongs to PAD #74964
2354,74865,pixel,lightbox,white,Cisplatin,v41_4,1.05,105.0,False,,,,,,,,,2 extras are images that belongs to PAD #74964
2355,74865,pixel,no light,white,Cisplatin,v41_4,1.05,105.0,False,,,,,,,,,2 extras are images that belongs to PAD #74964
2356,80052,ipad,benchtop,black,Cisplatin,v41_5,1.05,105.0,False,,,,,,,,,
2357,80052,ipad,lightbox,black,Cisplatin,v41_5,1.05,105.0,False,,,,,,,,,
2358,80052,ipad,no light,black,Cisplatin,v41_5,1.05,105.0,False,,,,,,,,,
2359,80052,pixel,benchtop,black,Cisplatin,v41_5,1.05,105.0,False,,,,,,,,,
2360,80052,pixel,lightbox,black,Cisplatin,v41_5,1.05,105.0,False,,,,,,,,,
2361,80052,pixel,no light,black,Cisplatin,v41_5,1.05,105.0,False,,,,,,,,,
2362,80055,ipad,no light,black,Cisplatin,v41_6,1.05,105.0,False,,,,,,,,,
2363,80055,pixel,benchtop,black,Cisplatin,v41_6,1.05,105.0,False,,,,,,,,,"extra image:
1x #80060"
2364,80055,pixel,lightbox,black,Cisplatin,v41_6,1.05,105.0,False,,,,,,,,,
2365,80055,pixel,no light,black,Cisplatin,v41_6,1.05,105.0,False,,,,,,,,,"extra image:
1x #80060"
2366,80061,ipad,benchtop,black,Cisplatin,v41_7,1.05,105.0,False,,,,,,,,,
2367,80061,ipad,lightbox,black,Cisplatin,v41_7,1.05,105.0,False,,,,,,,,,
2368,80061,ipad,no light,black,Cisplatin,v41_7,1.05,105.0,False,,,,,,,,,
2369,80061,pixel,benchtop,black,Cisplatin,v41_7,1.05,105.0,False,,,,,,,,,
2370,80061,pixel,lightbox,black,Cisplatin,v41_7,1.05,105.0,False,,,,,,,,,
2371,80061,pixel,no light,black,Cisplatin,v41_7,1.05,105.0,False,,,,,,,,,
2372,80060,ipad,benchtop,black,Cisplatin,v41_8,1.05,105.0,False,,,,,,,,,
2373,80060,ipad,lightbox,black,Cisplatin,v41_8,1.05,105.0,False,,,,,,,,,
2374,80060,ipad,no light,black,Cisplatin,v41_8,1.05,105.0,False,,,,,,,,,
2375,80060,pixel,benchtop,black,Cisplatin,v41_8,1.05,105.0,False,,,,,,,,,
2376,80060,pixel,lightbox,black,Cisplatin,v41_8,1.05,105.0,False,,,,,,,,,
2377,80060,pixel,no light,black,Cisplatin,v41_8,1.05,105.0,False,,,,,,,,,
2378,74965,ipad,benchtop,white,Cisplatin,2b3_1,1.068,106.8,False,,,,,,,,,
2379,74965,ipad,lightbox,white,Cisplatin,2b3_1,1.068,106.8,False,,,,,,,,,
2380,74965,ipad,no light,white,Cisplatin,2b3_1,1.068,106.8,False,,,,,,,,,
2381,74965,pixel,benchtop,white,Cisplatin,2b3_1,1.068,106.8,False,,,,,,,,,
2382,74965,pixel,lightbox,white,Cisplatin,2b3_1,1.068,106.8,False,,,,,,,,,
2383,74965,pixel,no light,white,Cisplatin,2b3_1,1.068,106.8,False,,,,,,,,,
2384,74962,ipad,benchtop,white,Cisplatin,2b3_2,1.068,106.8,False,51103,74962,Cisplatin,100,iPad,False,2025-01-15T16:10:15,https://pad.crc.nd.edu/var/www/html/images/padimages/processed/50000/51103_processed.png,
2385,74962,ipad,lightbox,white,Cisplatin,2b3_2,1.068,106.8,False,51123,74962,Cisplatin,100,iPad,False,2025-01-15T16:14:20,https://pad.crc.nd.edu/var/www/html/images/padimages/processed/50000/51123_processed.png,
2386,74962,ipad,no light,white,Cisplatin,2b3_2,1.068,106.8,False,51107,74962,Cisplatin,100,iPad,False,2025-01-15T16:10:44,https://pad.crc.nd.edu/var/www/html/images/padimages/processed/50000/51107_processed.png,
2387,74962,pixel,benchtop,white,Cisplatin,2b3_2,1.068,106.8,False,51115,74962,Cisplatin,100,Google Pixel 3a,False,2025-01-15T16:12:14,https://pad.crc.nd.edu/var/www/html/images/padimages/processed/50000/51115_processed.png,
2388,74962,pixel,lightbox,white,Cisplatin,2b3_2,1.068,106.8,False,51124,74962,Cisplatin,100,Google Pixel 3a,False,2025-01-15T16:14:35,https://pad.crc.nd.edu/var/www/html/images/padimages/processed/50000/51124_processed.png,
2389,74962,pixel,no light,white,Cisplatin,2b3_2,1.068,106.8,False,51111,74962,Cisplatin,100,Google Pixel 3a,False,2025-01-15T16:11:30,https://pad.crc.nd.edu/var/www/html/images/padimages/processed/50000/51111_processed.png,
2390,74967,ipad,benchtop,white,Cisplatin,2b3_3,1.068,106.8,False,,,,,,,,,"extra images:
1x #74965"
2391,74967,ipad,lightbox,white,Cisplatin,2b3_3,1.068,106.8,False,,,,,,,,,
2392,74967,ipad,no light,white,Cisplatin,2b3_3,1.068,106.8,False,,,,,,,,,"extra images:
1x #74965"
2393,74967,pixel,benchtop,white,Cisplatin,2b3_3,1.068,106.8,False,,,,,,,,,"extra images:
1x #74965"
2394,74967,pixel,lightbox,white,Cisplatin,2b3_3,1.068,106.8,False,,,,,,,,,"extra images:
1x #74965"
2395,74967,pixel,no light,white,Cisplatin,2b3_3,1.068,106.8,False,,,,,,,,,"extra images:
1x #74965"
2396,74968,ipad,benchtop,white,Cisplatin,2b3_4,1.068,106.8,False,,,,,,,,,
